"Description","Value","Replicate.Name","Area.Value","Area.with.QC","Mz.Value","RT.Value","SN.Value","Alignment.ID","Metabolite.Name","Run.Type","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","all.Flags"
NA,NA,"171030_Smp_IL2DSW_3",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DSW5um_1",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DSW5um_2",1434,NA,536.438,16.211,1.255599,11835,"Carotene","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DSW5um_2.2nd.Inj",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DSW5um_3",2218,NA,536.438,16.164,1.56331,11835,"Carotene","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2noBT_1",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2noBT_2",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2noBT_3",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2noBT5um_1",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2noBT5um_1.2nd.Inj",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2noBT5um_2",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2noBT5um_3",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2WBT_1",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2WBT_2",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2WBT_3",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2WBT5um_1",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2WBT5um_2",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2WBT5um_3",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IT0_1",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IT0_2",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IT0_3",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IT05um_1",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IT05um_2",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IT05um_3",0,NA,536.438,0,0,11835,"Carotene","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Std_250nMStdinAqMatrix_1",3720977,3720977,536.438,16.181,791.1375,11835,"Carotene","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinAqMatrix_2",2390588,2390588,536.439,16.174,558.0123,11835,"Carotene","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinH2O_1",1237052,1237052,536.438,16.186,3980.543,11835,"Carotene","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinH2O_2",316398,316398,536.439,16.18,96.68845,11835,"Carotene","std",NA,NA,NA,NA,NA
NA,NA,"171013_Blk_ProcessBlk_1",522910,522910,104.107,0.7,53.10018,292,"Choline","blk",NA,NA,NA,NA,NA
NA,NA,"171013_Blk_ProcessBlk_2",527745,527745,104.107,0.705,55.25711,292,"Choline","blk",NA,NA,NA,NA,NA
NA,NA,"171013_Blk_ProcessBlk_3",1458272,1458272,104.107,0.699,145.1217,292,"Choline","blk",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_Sept29QC_1",32760090,32760090,104.107,0.709,3272.754,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_Sept29QC_2",34429852,34429852,104.107,0.708,3523.131,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_dda1",40907144,40907144,104.107,0.704,2456.755,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_dda2",45585596,45585596,104.107,0.71,3452.118,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_dda3",45464156,45464156,104.107,0.711,3355.125,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_dda4",46187112,46187112,104.107,0.711,3949.505,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Full1",39735136,39735136,104.107,0.71,4183.7,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Full2",42563372,42563372,104.107,0.704,4680.445,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Full3",42448040,42448040,104.107,0.709,6181.053,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Full4",42186404,42186404,104.108,0.709,5799.377,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Half1",23780608,23780608,104.107,0.702,2895.294,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Half2",25780544,25780544,104.107,0.707,2988.978,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Half3",25776574,25776574,104.107,0.707,3807.726,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Half4",25318688,25318688,104.107,0.703,3186.8,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_DSW700m_1",5629985,5629985,104.107,0.708,688.0346,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_DSW700m_2",14023313,14023313,104.107,0.708,1703.866,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_DSW700m_3",557683,557683,104.107,0.693,63.83326,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1Control_1",2091321,2091321,104.107,0.714,239.345,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1Control_2",3407415,3407415,104.107,0.708,372.8588,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1Control_3",6137315,6137315,104.107,0.708,739.3979,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1Control5um_1",69942896,69942896,104.107,0.71,8318.407,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1Control5um_2",47958024,47958024,104.107,0.706,6597.228,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1Control5um_3",151202528,151202528,104.107,0.712,15299.68,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMB_1",2151394,2151394,104.107,0.708,266.4429,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMB_2",3171858,3171858,104.107,0.707,421.1528,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMB_3",9902893,9902893,104.107,0.708,1170.647,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMB5um_1",176084528,176084528,104.107,0.741,16379.59,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMB5um_2",52915624,52915624,104.107,0.708,6280.06,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMB5um_3",124806768,124806768,104.107,0.744,10856.74,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMBnoBT_1",4985980,4985980,104.107,0.707,703.5135,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMBnoBT_2",14013740,14013740,104.107,0.708,1704.846,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMBnoBT5um_1",565310,565310,104.108,0.693,106.7433,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMBnoBT5um_2",88265384,88265384,104.107,0.713,8075.169,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DMBnoBT5um_3",79454280,79454280,104.107,0.707,9465.603,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DSW_1",4563347,4563347,104.107,0.708,564.5695,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DSW_2",4729179,4729179,104.107,0.708,562.0519,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DSW_3",4786067,4786067,104.107,0.708,527.7744,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DSW5um_1",105238400,105238400,104.107,0.714,10192.13,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DSW5um_2",145192192,145192192,104.107,0.736,10359.77,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1DSW5um_3",74401096,74401096,104.107,0.711,8720.683,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1noBT_1",7893414,7893414,104.107,0.708,931.3099,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1noBT_2",7376466,7376466,104.107,0.707,881.845,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1noBT_3",7253200,7253200,104.107,0.707,938.0643,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1noBT5um_1",83692712,83692712,104.107,0.71,9751.974,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1noBT5um_2",99355128,99355128,104.107,0.711,11982.78,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1noBT5um_3",187753376,187753376,104.107,0.711,18264.25,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1WBT_1",3106514,3106514,104.107,0.711,370.1596,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1WBT_2",21683104,21683104,104.107,0.714,2738.001,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1WBT_3",5998266,5998266,104.108,0.707,748.469,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1WBT5um_1",26082916,26082916,104.107,0.717,3372.061,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1WBT5um_2",43481912,43481912,104.107,0.711,5288.25,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IL1WBT5um_3",32564974,32564974,104.107,0.71,3513.473,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IT0_1",1536404,1536404,104.107,0.708,182.4702,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IT0_2",7010863,7010863,104.107,0.708,886.0411,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IT0_3",1516819,1516819,104.107,0.709,182.0467,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IT05um_1",17060500,17060500,104.107,0.711,2007.826,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IT05um_2",21798332,21798332,104.107,0.71,2883.474,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Smp_IT05um_3",28217190,28217190,104.107,0.711,3336.964,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinAqMatrix_1",100712096,100712096,104.107,0.722,7687.059,292,"Choline","std",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinAqMatrix_2",116227744,116227744,104.107,0.722,10769.32,292,"Choline","std",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinH2O_1",164604672,164604672,104.107,0.7,10358.47,292,"Choline","std",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinH2O_2",158380816,158380816,104.107,0.704,13278.31,292,"Choline","std",NA,NA,NA,NA,NA
NA,NA,"171030_Blk_ProcessBlk_1",512286,512286,104.108,0.701,46.05492,292,"Choline","blk",NA,NA,NA,NA,NA
NA,NA,"171030_Blk_ProcessBlk_2",1011855,1011855,104.108,0.701,90.9705,292,"Choline","blk",NA,NA,NA,NA,NA
NA,NA,"171030_Blk_ProcessBlk_3",1215648,1215648,104.108,0.695,103.3132,292,"Choline","blk",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_Sept29QC_1",27756344,27756344,104.107,0.71,2518.079,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_Sept29QC_2",26284124,26284124,104.108,0.71,2479.505,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_dda1",31277364,31277364,104.108,0.711,1906.164,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_dda2",28551210,28551210,104.108,0.709,1645.8,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_dda3",29488452,29488452,104.108,0.711,1792.773,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_dda4",30023278,30023278,104.108,0.71,4055.542,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Full1",30378600,30378600,104.107,0.71,2573.77,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Full2",26825738,26825738,104.108,0.71,2881.888,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Full3",26947564,26947564,104.108,0.71,2571.745,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Full4",27802166,27802166,104.108,0.71,2606.022,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Half1",15185723,15185723,104.107,0.708,1639.767,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Half2",13832798,13832798,104.108,0.708,1342.294,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Half3",14066174,14066174,104.108,0.703,1415.421,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Poo_TruePooInc2_Half4",14846299,14846299,104.108,0.703,1366.53,292,"Choline","poo",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_DSW700m_1",13071062,13071062,104.108,0.709,1274.576,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_DSW700m_2",6476030,6476030,104.108,0.708,699.9261,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_DSW700m_3",7465441,7465441,104.108,0.703,844.1511,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2Control_1",406547,406547,104.107,0.709,119.8198,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2Control_2",960248,960248,104.108,0.709,100.3609,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2Control_3",1238372,1238372,104.108,0.708,125.0759,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2Control5um_1",27339916,27339916,104.108,0.713,2685.487,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2Control5um_2",28725934,28725934,104.108,0.709,2751.131,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2Control5um_3",34542560,34542560,104.108,0.714,3622.724,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB_1",967164,967164,104.108,0.71,93.90617,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB_2",3149982,3149982,104.108,0.709,1018.606,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB_3",1957917,1957917,104.108,0.709,215.8704,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB5um_1",54899012,54899012,104.108,0.742,4598.467,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB5um_1.2nd.Inj",28865392,28865392,104.108,0.712,2929.059,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB5um_2",34341844,34341844,104.108,0.711,3260.062,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMB5um_3",51203996,51203996,104.108,0.712,4616.827,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMBnoBT_1",1868566,1868566,104.108,0.71,189.2559,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMBnoBT_2",6107603,6107603,104.108,0.71,672.5097,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMBnoBT_3",3762047,3762047,104.108,0.712,394.3905,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMBnoBT5um_1",37466896,37466896,104.108,0.711,3310.562,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMBnoBT5um_2",63509384,63509384,104.108,0.707,5974.268,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DMBnoBT5um_3",53880856,53880856,104.108,0.712,4845.115,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW_1",1480466,1480466,104.108,0.708,150.5822,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW_2",2346928,2346928,104.108,0.709,262.9816,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW_3",3851346,3851346,104.108,0.71,370.6327,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW5um_1",78487344,78487344,104.108,0.707,6893.938,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW5um_2",134308128,134308128,104.108,0.743,9668.56,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW5um_2.2nd.Inj",82295584,82295584,104.108,0.709,7002.643,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2DSW5um_3",70235024,70235024,104.108,0.713,6874.093,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT_1",3072012,3072012,104.107,0.71,307.1388,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT_2",4275612,4275612,104.108,0.71,400.9066,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT_3",1483058,1483058,104.108,0.71,156.3506,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT5um_1",78269744,78269744,104.108,0.74,6201.726,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT5um_1.2nd.Inj",44135768,44135768,104.108,0.71,4075.613,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT5um_2",96859720,96859720,104.108,0.708,7324.703,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2noBT5um_3",43347968,43347968,104.108,0.712,4033.665,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2WBT_1",775367,775367,104.108,0.71,81.53579,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2WBT_2",1842817,1842817,104.108,0.704,187.7632,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2WBT_3",904789,904789,104.108,0.709,95.78853,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2WBT5um_1",19136116,19136116,104.108,0.714,1950.954,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2WBT5um_2",22006650,22006650,104.108,0.711,2021.739,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IL2WBT5um_3",22383150,22383150,104.108,0.71,2309.146,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IT0_1",1482812,1482812,104.108,0.71,161.0232,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IT0_2",992306,992306,104.108,0.709,93.33658,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IT0_3",922592,922592,104.108,0.709,86.77319,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IT05um_1",14117632,14117632,104.108,0.709,1220.382,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IT05um_2",53303796,53303796,104.108,0.713,5455.084,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Smp_IT05um_3",40677632,40677632,104.108,0.713,3830.792,292,"Choline","smp",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinAqMatrix_1",77552696,77552696,104.107,0.719,6793.271,292,"Choline","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinAqMatrix_2",82260760,82260760,104.108,0.724,6986.409,292,"Choline","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinH2O_1",136454800,136454800,104.107,0.696,8569.557,292,"Choline","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinH2O_2",137911072,137911072,104.108,0.704,8091.17,292,"Choline","std",NA,NA,NA,NA,NA
NA,NA,"171013_Blk_ProcessBlk_1",0,NA,790.337,0,0,14160,"Coenzyme B12","blk","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171013_Blk_ProcessBlk_2",0,NA,790.337,0,0,14160,"Coenzyme B12","blk","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171013_Blk_ProcessBlk_3",0,NA,790.337,0,0,14160,"Coenzyme B12","blk","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171013_Poo_Sept29QC_1",254365,254365,790.337,5.379,86.03097,14160,"Coenzyme B12","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_Sept29QC_2",0,NA,790.337,0,0,14160,"Coenzyme B12","poo","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171013_Poo_TruePooInc1_dda1",37489,37489,790.338,5.379,245.0079,14160,"Coenzyme B12","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_dda2",0,NA,790.337,0,0,14160,"Coenzyme B12","poo","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171013_Poo_TruePooInc1_dda3",0,NA,790.337,0,0,14160,"Coenzyme B12","poo","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171013_Poo_TruePooInc1_dda4",0,NA,790.337,0,0,14160,"Coenzyme B12","poo","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171013_Poo_TruePooInc1_Full1",124298,124298,790.338,5.382,1032.015,14160,"Coenzyme B12","poo",NA,NA,NA,NA,NA
NA,NA,"171013_Poo_TruePooInc1_Full2",0,NA,790.337,0,0,14160,"Coenzyme B12","poo","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171013_Poo_TruePooInc1_Full3",0,NA,790.337,0,0,14160,"Coenzyme B12","poo","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171013_Poo_TruePooInc1_Full4",0,NA,790.337,0,0,14160,"Coenzyme B12","poo","SN.Flag","Area.Min.Flag","RT.Flag",NA,"SN.Flag, Area.Min.Flag, RT.Flag, "
NA,NA,"171013_Poo_TruePooInc1_Half1",29414,29414,790.337,5.381,16.47521,14160,"Coenzyme B12","poo",NA,NA,NA,NA,NA
